,Borough,Neighborhood,ID,Name
0,Bronx,Co-op City,4c9d5f2654c8a1cd2e71834b,Guang Hui Chinese Restaurant
1,Bronx,Norwood,4e41d2c4b61ca5ba3b1f9c6b,Ming Liang Kitchen
2,Bronx,Pelham Parkway,4b9d6b45f964a52078ab36e3,Mr. Q's Chinese Restaurant
3,Bronx,Bedford Park,4e4d0387bd413c4cc66dfd72,Hung Hing Chinese Restaurant
4,Bronx,Fordham,4cf30a837e93f04d366a5669,China Wok II
5,Bronx,East Tremont,4ccf58277f56a1434cfec6a6,Wings Chinese Restaurant
6,Bronx,West Farms,4cd0d4d77b6854810401c4f8,Food Hai
7,Bronx,High  Bridge,4da0c70b7aee5481bda6b2fe,wah yong
8,Bronx,Soundview,4cc63e36bde8f04dcbfeb54b,Golden City Chinese Restaurant
9,Bronx,Soundview,4e656e8252b1260c14683b4b,Kee Hing Restaurant
10,Bronx,Parkchester,4b89b62df964a520ff4c32e3,Sabor Latino Seafood Restaurant
11,Bronx,Parkchester,4d7273065f0037048835e0a0,King Wok
12,Bronx,Van Nest,4dcdb39352b1f8915b842d57,Joy Garden
13,Bronx,North Riverdale,4ca4fda4d971b1f77da5f2e0,Golden Phoenix Chinese Restaurant
14,Bronx,Pelham Bay,4b5f3d97f964a52074af29e3,Lee Xing
15,Bronx,Pelham Bay,4e4dd9bcbd4101d0d79cbeb3,King Hing
16,Bronx,Pelham Gardens,4b8efe8bf964a520564333e3,Rich Restaurant
17,Bronx,Pelham Gardens,4eadecbf9911d5c95181ee84,Yummy House
18,Bronx,Concourse,4d9a695ee5fd6ea8e3096df5,Lucky House Chinese Restaurant
19,Brooklyn,Bay Ridge,5553702c498ecb85f99d8f37,XIN
20,Brooklyn,Bensonhurst,4d9dead0c4b537041abc212e,Tong Xing Chinese & New Taco Mexican Food
21,Brooklyn,Bensonhurst,4e4cd93fbd413c4cc66ca721,Great Wall Restaurant
22,Brooklyn,Greenpoint,4abd867df964a520d78a20e3,Shang Hai Lee
23,Brooklyn,Gravesend,4c257346c9bbef3ba975afac,Tasty House
24,Brooklyn,Manhattan Terrace,4d91f9a1d7b1236a6e343c38,Golden chopsticks
25,Brooklyn,East Flatbush,4c6b208e0c3ac9b6be76d138,China Express
26,Brooklyn,Windsor Terrace,54e39b14498e9c646b42958e,East Wind Snack Shop
27,Brooklyn,Windsor Terrace,4c06e2470e0a2d7fdf8aec0c,#1 Garden Chinese Food
28,Brooklyn,Brownsville,4c38b7421e06d13acf3c783e,Wah Yung Chinese Food
29,Brooklyn,Bushwick,4ba02bb5f964a520485f37e3,Happy Garden
30,Brooklyn,Brooklyn Heights,4a9ac078f964a5207c3220e3,Fortune House
31,Brooklyn,Brooklyn Heights,4a986a9cf964a520e82b20e3,Great Wall Chinese Food
32,Brooklyn,Carroll Gardens,4b09dc38f964a520cf1e23e3,Ting Hua
33,Brooklyn,Gowanus,4c60a7cede6920a15f9d9664,Michael and Ping's
34,Brooklyn,Park Slope,49bb541ff964a520e3531fe3,Hunan Delight
35,Brooklyn,Park Slope,3fd66200f964a52059f11ee3,Mr. Wonton
36,Brooklyn,Cypress Hills,4f326c1a19836c91c7d64648,Wo Hop Chinese Restaurant
37,Brooklyn,East New York,4c818737d8086dcb1c0f6e52,Wah On
38,Brooklyn,East New York,4dd1b576c65b9d071f8c6ac1,Golden Horse Restaurant
39,Brooklyn,Starrett City,4c30c43816adc928519cbf9c,China Star
40,Brooklyn,Bath Beach,4d4a03494509721eab1d2ab0,Welcome Seafood Restaurant
41,Brooklyn,Marine Park,4c5075d73940be9ae2124a07,new grand wok
42,Brooklyn,Clinton Hill,4a71ff01f964a52016da1fe3,Kum Kau
43,Brooklyn,Downtown,59da9590e1f0aa52976b8f35,Han Dynasty
44,Brooklyn,Downtown,5db3649a8d15ba00089b4e9b,Xi'an Famous Foods
45,Brooklyn,Downtown,585d72449f25836f2b2b7a1b,Xifu Food
46,Brooklyn,Boerum Hill,585d72449f25836f2b2b7a1b,Xifu Food
47,Brooklyn,Ocean Hill,4f4464ed19836ed00193d4a6,Good Taste Chinese Restaurant
48,Brooklyn,Prospect Park South,4d910aa39acaa143bbcfdef0,Coco Chinese Restaurant
49,Brooklyn,North Side,58df00318cfe546addb99246,Birds of a Feather
50,Brooklyn,North Side,3fd66200f964a5206bf11ee3,M Shanghai Bistro
51,Brooklyn,South Side,3fd66200f964a5206bf11ee3,M Shanghai Bistro
52,Brooklyn,South Side,54b318a1498eb29e9541053a,Wei Williamsburg
53,Brooklyn,Fort Hamilton,4b512cbaf964a520f64527e3,ha ha chinese
54,Brooklyn,Fort Hamilton,4c61d131de1b2d7f7ed5e070,Mid China
55,Brooklyn,Fort Hamilton,4cb0fb23eb65b1f7c61871cd,Panda Garden
56,Manhattan,Chinatown,4db3374590a0843f295fb69b,Spicy Village
57,Manhattan,Chinatown,4a96bf8ff964a520ce2620e3,Wah Fung Number 1 Fast Food 華豐快餐店
58,Manhattan,Chinatown,5894c9a15e56b417cf79e553,Xi'an Famous Foods
59,Manhattan,Chinatown,5c965dad5455b2002c058659,Yi Ji Shi Mo Noodle Corp
60,Manhattan,Chinatown,3fd66200f964a520b1ea1ee3,Great N.Y. Noodletown
61,Manhattan,Chinatown,59d828f0916bc1155fde2c04,Hwa Yuan
62,Manhattan,Chinatown,59ad625a2619ee5cdded881f,House Special 甘來飯店
63,Manhattan,Chinatown,3fd66200f964a520ede41ee3,Big Wong King 大旺
64,Manhattan,Chinatown,3fd66200f964a520ceea1ee3,Deluxe Green Bo Restaurant
65,Manhattan,Washington Heights,4b292f38f964a520939a24e3,Yang Garden
66,Manhattan,Washington Heights,4b8d55aef964a52050f532e3,Golden Star
67,Manhattan,Washington Heights,4b3fe94af964a520e2b125e3,No. 1 Chinese Restaurant
68,Manhattan,Washington Heights,4aaed36bf964a520736320e3,Great Wall Chinese Restaurant
69,Manhattan,Inwood,4bd5f4d229eb9c74c64594e1,"""U"" Like"
70,Manhattan,Inwood,4b9aeeedf964a52086e435e3,Lotus Express
71,Manhattan,Manhattanville,4b21974df964a520833e24e3,China Place
72,Manhattan,Central Harlem,4bf348fce5eba593c8711e90,Crispy Bamboo Village
73,Manhattan,Central Harlem,4bd1f6909854d13a38a2fa4d,88 Chinese Restaurant
74,Manhattan,Upper East Side,5465906e498e0cb221c063e1,Pig Heaven
75,Manhattan,Yorkville,4b53bfb3f964a5202daa27e3,Charley Mom
76,Manhattan,Lenox Hill,4ea5be4af5b9efc002cccdea,Shanghai
77,Manhattan,Lenox Hill,56759406498ecd2d68a85eec,Panda Express
78,Manhattan,Upper West Side,5529bfd8498ec6ce692d8015,Han Dynasty
79,Manhattan,Lincoln Square,4aed1141f964a52001cd21e3,Wok City
80,Manhattan,Lincoln Square,557c79d2498e5325b3ee05fe,Mah Jong
81,Manhattan,Clinton,4aa707ccf964a520d84b20e3,Ollie's Sichuan Restaurant
82,Manhattan,Murray Hill,4e3484038877beb5e9a22a0b,Café China
83,Manhattan,Chelsea,44e9b421f964a520a5371fe3,Buddakan
84,Manhattan,Greenwich Village,5a20df1742d8c2528e74211f,Chow House
85,Manhattan,Greenwich Village,5b36566f666116002c6b265e,Junzi Kitchen
86,Manhattan,East Village,5c831f04029a550039fcca38,Chinese Graffiti
87,Manhattan,East Village,5b0078680ff4f9002c1c94bd,Dian Kitchen
88,Manhattan,East Village,5647ee82498e8bfc0ddef53d,Málà Project
89,Manhattan,Lower East Side,5b380f649deb7d00399fdf9d,Kings County Imperial
90,Manhattan,Lower East Side,5d9b6bef309f4b000893454d,3 Times
91,Manhattan,Tribeca,5237264111d27e8e90c10357,China Blue
92,Manhattan,Little Italy,5c965dad5455b2002c058659,Yi Ji Shi Mo Noodle Corp
93,Manhattan,Little Italy,59ad625a2619ee5cdded881f,House Special 甘來飯店
94,Manhattan,Little Italy,5d4c7b06f0483c0008422958,Green Garden Village
95,Manhattan,Little Italy,3fd66200f964a52099e61ee3,May Wah Pork Chop Fast Food
96,Manhattan,Soho,5bf4559c65cdf8002c6be196,Joe’s Steam Rice Roll
97,Manhattan,West Village,526eeb54498e9674b5d9034a,Decoy
98,Manhattan,West Village,4e1df590b61c7cb34d9735a8,RedFarm
99,Queens,Woodside,4ae1d8b2f964a520e78721e3,Peking BBQ Chicken
100,Queens,Elmhurst,56296f14498edb1ed77b64a3,Five Loaves and Two Fishes
101,Queens,Elmhurst,4eaf0752d3e30d448393b841,Lao Bei Fang
102,Queens,Howard Beach,4ba57b0af964a5205f0b39e3,Empire Buffet
103,Queens,Corona,4e4d0d2abd413c4cc66e4138,Chuang Chef Chinese Restaurant
104,Queens,Forest Hills,4b68c90ff964a520da8c2be3,Great Wall Chinese Restaurant
105,Queens,Kew Gardens,4c350ac6452620a1502b260f,New China Fresh
106,Queens,Kew Gardens,4c585bb82308be9ab3405b6c,Jade Chinese Restaurant
107,Queens,Flushing,52235ea211d2fe55782d764c,Dong Yi Feng
108,Queens,Flushing,4abfef82f964a520179320e3,New Imperial Palace 東湖
109,Queens,Long Island City,5f273f7cb3bc6069f6a21eed,China Guan Bing
110,Queens,Sunnyside,4b4a7016f964a520a18726e3,Ten Full Chinese
111,Queens,Sunnyside,4bbd13baa8cf76b0a95fb1fd,China Garden
112,Queens,Rego Park,4c8aa1b63dc2a1cd0ca9ae32,Fu Ying Chinese Restaurant
113,Queens,Rego Park,4bafed40f964a520152c3ce3,Grand Sichuan
114,Queens,College Point,4d8805b7d85f370481b0c9db,Little Pepper
115,Queens,Bayside,4b78929ff964a520aad72ee3,Bell Garden
116,Queens,Little Neck,53794fd211d282a3cce576a2,Little Dumpling 李小籠
117,Queens,Little Neck,571ab7b2498ed52e0d5f4bca,LN1380 舍得食府
118,Queens,Little Neck,4bc25d5b4cdfc9b627109621,Northern Manor 同乐轩
119,Queens,Little Neck,4bf5d537bfeac9282d5c9336,Yummy Kitchen
120,Queens,Little Neck,4bd4debc4e32d13a9419c080,King Wok
121,Queens,Bellerose,4df56327c65bf55ee53269c2,King Rice Chinese Restaurant
122,Queens,Kew Gardens Hills,4bd4c0135631c9b6ec11a330,Annie's Kitchen
123,Queens,Fresh Meadows,4ba022fbf964a520cf5c37e3,Peking
124,Queens,Jamaica Center,5aef90f3b9b37b002ceb20d4,Panda Express
125,Queens,Oakland Gardens,4b0ae7a3f964a520c92923e3,Empire Garden
126,Queens,Oakland Gardens,5a2b366193bd636532b50bdb,Little Dumpling
127,Queens,Queens Village,4b8db729f964a520330a33e3,Wonderful Chinese Resturant
128,Queens,South Jamaica,4d82419c2fb7370411ea8811,Apple Garden Chinese Food
129,Queens,St. Albans,4e4e3d94bd4101d0d7a5b3ee,Panda Chinese Restaurant
130,Queens,Rochdale,4ea312218b81a02f89dcdc67,New Ming Garden
131,Queens,Far Rockaway,4e4e41e8bd4101d0d7a620e0,Magic Wok
132,Queens,Far Rockaway,4e4e41e9bd4101d0d7a620eb,Butterflies Chinese Restaurant
133,Queens,Steinway,4c16e7c274fb20a16ee95012,Dragon Gate
134,Queens,Beechhurst,4bf987b15efe2d7fcc646c34,Emperor House
135,Queens,Queensboro Hill,4ac90140f964a520f7bd20e3,Main Street Taiwanese Gourmet 北港台菜
136,Queens,Queensboro Hill,4f844c6fe4b0059705cb042c,Lake Pavilion Restaurant
137,Queens,Queensboro Hill,4c56000b3e2220a163eb3ea5,88 Canteen
138,Queens,Ravenswood,5cbb548166f3cd002cce8aeb,Bund On Broadway
139,Queens,Ravenswood,4ae78dbff964a52056ac21e3,Fatima's Halal Kitchen
140,Queens,Rockaway Park,4d9a38111a29a1cdfb5d6b02,Kam Fung Chinese
141,Staten Island,Stapleton,4f32043a19833175d60a05a4,Chieng Garden Kitchen
142,Staten Island,Rosebank,4d0ea12626fba09377f5fd72,New Win Hing
143,Staten Island,New Springville,4ba16a96f964a5200ab537e3,Peking Taste IV
144,Staten Island,New Dorp,4c14210c7f7f2d7fae69e068,Crown Palace
145,Staten Island,Great Kills,4b747adcf964a52010df2de3,Lucky Fortune Chinese Restaurant
146,Staten Island,Woodrow,4d8bc294bb88f04d0f659e3a,Islander Taste I
147,Staten Island,Tompkinsville,4de84e54ae60293318ee3daa,New Chef Hong Kitchen
148,Brooklyn,Ditmas Park,4be756a4910020a1db5ad514,Cam Tak Express Restaurant
149,Brooklyn,Ditmas Park,4af378def964a520f8ed21e3,Bo Bo Kitchen
150,Staten Island,Rossville,4c2bd58f57a9c9b6f591f667,Happy Fortune
151,Staten Island,Bulls Head,5165e9fee4b08d4837e87f35,Empire East
152,Staten Island,Bulls Head,4d62d78b149637046d7d0395,China House
153,Manhattan,Carnegie Hill,49d6a64cf964a520f45c1fe3,Wok 88
154,Manhattan,Midtown South,54b80565498e6d4f36168cd8,Xi'an Famous Foods
155,Staten Island,Shore Acres,4bd36553caff95212bd4d4f0,Island Garden
156,Staten Island,Clifton,4cf9aa7ad8468cfadaa9e86b,Kum Fung Kitchen
157,Staten Island,Elm Park,4dc5dc957d8b14fb46366e20,Mr Rice
158,Brooklyn,New Lots,5090507fe4b095c5d7dab120,Lee Chinese Restaraunt
159,Brooklyn,New Lots,4e1cad94b0fb543b8ff64731,Shung Feng Restaurant
160,Brooklyn,Mill Basin,4e4ce4a1bd413c4cc66d03da,China Wok
161,Brooklyn,Mill Basin,4d483fd056eab60cab1e4086,Mr. Kam
162,Queens,Jamaica Hills,4ce49482e571a09332bc8587,Sagar Chinese
163,Bronx,Claremont Village,4ca3bffa1ee76dcb1ee6fbdd,Empire King Chinese Food
164,Bronx,Concourse Village,4dab2c191e72c1ab9c0481bc,Good Taste Chinese Restaurant
165,Manhattan,Sutton Place,3fd66200f964a520adea1ee3,Mr. Chow
166,Manhattan,Sutton Place,5cfab769b399f7002c7ef4f6,Hutong
167,Queens,Sunnyside Gardens,4bb91c86b35776b0e5a1c901,Golden Wok
168,Brooklyn,Weeksville,4daa263f0cb6a89c62682125,Hardee
169,Brooklyn,Weeksville,4fca9258e4b0417a20d13d6a,China Garden
170,Staten Island,Manor Heights,4be75c8f2468c928fc720243,Tack's Chinese Take Out
171,Staten Island,Willowbrook,4bff2b03daf9c9b6dce8f9ef,Peking Kitchen
172,Brooklyn,Homecrest,4b46743ff964a520892126e3,"Golden ""Z"" Restaurant"
173,Brooklyn,Homecrest,4d28b924ebacb1f72efbf34f,Wing Hing Seafood Restaurant
174,Brooklyn,Homecrest,4b3eb496f964a52022a125e3,Yee Kee H.K. Style
175,Brooklyn,Homecrest,4d064e228620224b0490b240,Kowloon Island
176,Staten Island,Prince's Bay,4bb7d282b35776b0b83dc801,Island Taste
177,Bronx,Allerton,4c7dbf7f10916dcba78e2a96,Chef King
178,Bronx,Kingsbridge Heights,4d965fd061a3a1cde4989a42,Lucky Star Chinese Restaurant
179,Bronx,Kingsbridge Heights,4e4d03acbd413c4cc66dfed6,New No. 1 Chinese Restaurnt
180,Brooklyn,Erasmus,4e10c87122713f7d7bcb9d1d,Kam Man Chinese Food
